"order_id","contact_name","product_name","quantity","order_date"
10400,"Ann Devon","Maxilaku",30,"1997-01-01"
10401,"Paula Wilson","Nord-Ost Matjeshering",18,"1997-01-01"
10401,"Paula Wilson","Gnocchi di nonna Alice",70,"1997-01-01"
10401,"Paula Wilson","Louisiana Fiery Hot Pepper Sauce",20,"1997-01-01"
10401,"Paula Wilson","Flotemysost",60,"1997-01-01"
10402,"Roland Mendel","Tunnbröd",60,"1997-01-02"
10402,"Roland Mendel","Vegie-spread",65,"1997-01-02"
10403,"Roland Mendel","Pavlova",21,"1997-01-03"
10403,"Roland Mendel","Chocolade",70,"1997-01-03"
10404,"Giovanni Rovelli","Gumbär Gummibärchen",30,"1997-01-03"
10404,"Giovanni Rovelli","Singaporean Hokkien Fried Mee",40,"1997-01-03"
10404,"Giovanni Rovelli","Maxilaku",30,"1997-01-03"
10405,"Felipe Izquierdo","Aniseed Syrup",50,"1997-01-06"
10406,"Lúcia Carvalho","Chai",10,"1997-01-07"
10406,"Lúcia Carvalho","Sir Rodney's Scones",30,"1997-01-07"
10406,"Lúcia Carvalho","Rössle Sauerkraut",42,"1997-01-07"
10406,"Lúcia Carvalho","Inlagd Sill",5,"1997-01-07"
10406,"Lúcia Carvalho","Boston Crab Meat",2,"1997-01-07"
10407,"Henriette Pfalzheim","Queso Cabrales",30,"1997-01-07"
10407,"Henriette Pfalzheim","Gudbrandsdalsost",15,"1997-01-07"
10407,"Henriette Pfalzheim","Flotemysost",15,"1997-01-07"
10408,"Martine Rancé","Gravad lax",10,"1997-01-08"
10408,"Martine Rancé","Tourtière",6,"1997-01-08"
10408,"Martine Rancé","Tarte au sucre",35,"1997-01-08"
10409,"Yvonne Moncada","Tofu",12,"1997-01-09"
10409,"Yvonne Moncada","Sir Rodney's Scones",12,"1997-01-09"
10410,"Elizabeth Lincoln","Geitost",49,"1997-01-10"
10410,"Elizabeth Lincoln","Raclette Courdavault",16,"1997-01-10"
10411,"Elizabeth Lincoln","Jack's New England Clam Chowder",25,"1997-01-10"
10411,"Elizabeth Lincoln","Gula Malacca",40,"1997-01-10"
10411,"Elizabeth Lincoln","Raclette Courdavault",9,"1997-01-10"
10412,"Pirkko Koskitalo","Tofu",20,"1997-01-13"
10413,"Annette Roulet","Chai",24,"1997-01-14"
10413,"Annette Roulet","Tarte au sucre",40,"1997-01-14"
10413,"Annette Roulet","Lakkalikööri",14,"1997-01-14"
10414,"Aria Cruz","Teatime Chocolate Biscuits",18,"1997-01-14"
10414,"Aria Cruz","Geitost",50,"1997-01-14"
10415,"Yoshi Latimer","Alice Mutton",2,"1997-01-15"
10415,"Yoshi Latimer","Geitost",20,"1997-01-15"
10416,"Pirkko Koskitalo","Teatime Chocolate Biscuits",20,"1997-01-16"
10416,"Pirkko Koskitalo","Perth Pasties",10,"1997-01-16"
10416,"Pirkko Koskitalo","Ravioli Angelo",20,"1997-01-16"
10417,"Jytte Petersen","Côte de Blaye",50,"1997-01-16"
10417,"Jytte Petersen","Spegesild",2,"1997-01-16"
10417,"Jytte Petersen","Scottish Longbreads",36,"1997-01-16"
10417,"Jytte Petersen","Original Frankfurter grüne Soße",35,"1997-01-16"
10418,"Horst Kloss","Chang",60,"1997-01-17"
10418,"Horst Kloss","Zaanse koeken",55,"1997-01-17"
10418,"Horst Kloss","Sirop d'érable",16,"1997-01-17"
10418,"Horst Kloss","Longlife Tofu",15,"1997-01-17"
10419,"Michael Holz","Camembert Pierrot",60,"1997-01-20"
10419,"Michael Holz","Gudbrandsdalsost",20,"1997-01-20"
10420,"Paula Parente","Mishi Kobe Niku",20,"1997-01-21"
10420,"Paula Parente","Konbu",2,"1997-01-21"
10420,"Paula Parente","Outback Lager",8,"1997-01-21"
10420,"Paula Parente","Röd Kaviar",20,"1997-01-21"
10421,"Bernardo Batista","Teatime Chocolate Biscuits",4,"1997-01-21"
10421,"Bernardo Batista","Gumbär Gummibärchen",30,"1997-01-21"
10421,"Bernardo Batista","Perth Pasties",15,"1997-01-21"
10421,"Bernardo Batista","Original Frankfurter grüne Soße",10,"1997-01-21"
10422,"Paolo Accorti","Gumbär Gummibärchen",2,"1997-01-22"
10423,"André Fonseca","Gorgonzola Telino",14,"1997-01-23"
10423,"André Fonseca","Raclette Courdavault",20,"1997-01-23"
10424,"Jean Fresnière","Steeleye Stout",60,"1997-01-23"
10424,"Jean Fresnière","Côte de Blaye",49,"1997-01-23"
10424,"Jean Fresnière","Scottish Longbreads",30,"1997-01-23"
10425,"Annette Roulet","Pâté chinois",10,"1997-01-24"
10425,"Annette Roulet","Lakkalikööri",20,"1997-01-24"
10426,"Eduardo Saavedra","Gnocchi di nonna Alice",5,"1997-01-27"
10426,"Eduardo Saavedra","Wimmers gute Semmelknödel",7,"1997-01-27"
10427,"Georg Pipps","Tofu",35,"1997-01-27"
10428,"Maurizio Moroni","Spegesild",20,"1997-01-28"
10429,"Patricia McKenna","Valkoinen suklaa",40,"1997-01-29"
10429,"Patricia McKenna","Vegie-spread",35,"1997-01-29"
10430,"Roland Mendel","Alice Mutton",45,"1997-01-30"
10430,"Roland Mendel","Sir Rodney's Scones",50,"1997-01-30"
10430,"Roland Mendel","Gnocchi di nonna Alice",30,"1997-01-30"
10430,"Roland Mendel","Raclette Courdavault",70,"1997-01-30"
10431,"Elizabeth Lincoln","Alice Mutton",50,"1997-01-30"
10431,"Elizabeth Lincoln","Boston Crab Meat",50,"1997-01-30"
10431,"Elizabeth Lincoln","Zaanse koeken",30,"1997-01-30"
10432,"Art Braunschweiger","Gumbär Gummibärchen",10,"1997-01-31"
10432,"Art Braunschweiger","Tourtière",40,"1997-01-31"
10433,"Isabel de Castro","Gnocchi di nonna Alice",28,"1997-02-03"
10434,"Maria Larsson","Queso Cabrales",6,"1997-02-03"
10434,"Maria Larsson","Lakkalikööri",18,"1997-02-03"
10435,"Elizabeth Brown","Chang",10,"1997-02-04"
10435,"Elizabeth Brown","Gustaf's Knäckebröd",12,"1997-02-04"
10435,"Elizabeth Brown","Mozzarella di Giovanni",10,"1997-02-04"
10436,"Frédérique Citeaux","Spegesild",5,"1997-02-05"
10436,"Frédérique Citeaux","Gnocchi di nonna Alice",40,"1997-02-05"
10436,"Frédérique Citeaux","Wimmers gute Semmelknödel",30,"1997-02-05"
10436,"Frédérique Citeaux","Rhönbräu Klosterbier",24,"1997-02-05"
10437,"Pirkko Koskitalo","Perth Pasties",15,"1997-02-05"
10438,"Karin Josephs","Teatime Chocolate Biscuits",15,"1997-02-06"
10438,"Karin Josephs","Sasquatch Ale",20,"1997-02-06"
10438,"Karin Josephs","Ravioli Angelo",15,"1997-02-06"
10439,"Jean Fresnière","Queso Manchego La Pastora",15,"1997-02-07"
10439,"Jean Fresnière","Pavlova",16,"1997-02-07"
10439,"Jean Fresnière","Wimmers gute Semmelknödel",6,"1997-02-07"
10439,"Jean Fresnière","Longlife Tofu",30,"1997-02-07"
10440,"Jose Pavarotti","Chang",45,"1997-02-10"
10440,"Jose Pavarotti","Pavlova",49,"1997-02-10"
10440,"Jose Pavarotti","Thüringer Rostbratwurst",24,"1997-02-10"
10440,"Jose Pavarotti","Sirop d'érable",90,"1997-02-10"
10441,"Rene Phillips","Schoggi Schokolade",50,"1997-02-10"
10442,"Roland Mendel","Queso Cabrales",30,"1997-02-11"
10442,"Roland Mendel","Tourtière",80,"1997-02-11"
10442,"Roland Mendel","Louisiana Hot Spiced Okra",60,"1997-02-11"
10443,"Maurizio Moroni","Queso Cabrales",6,"1997-02-12"
10443,"Maurizio Moroni","Rössle Sauerkraut",12,"1997-02-12"
10444,"Christina Berglund","Alice Mutton",10,"1997-02-12"
10444,"Christina Berglund","Gumbär Gummibärchen",15,"1997-02-12"
10444,"Christina Berglund","Steeleye Stout",8,"1997-02-12"
10444,"Christina Berglund","Jack's New England Clam Chowder",30,"1997-02-12"
10445,"Christina Berglund","Chartreuse verte",6,"1997-02-13"
10445,"Christina Berglund","Tourtière",15,"1997-02-13"
10446,"Karin Josephs","Teatime Chocolate Biscuits",12,"1997-02-14"
10446,"Karin Josephs","Guaraná Fantástica",20,"1997-02-14"
10446,"Karin Josephs","Gorgonzola Telino",3,"1997-02-14"
10446,"Karin Josephs","Filo Mix",15,"1997-02-14"
10447,"Janete Limeira","Teatime Chocolate Biscuits",40,"1997-02-14"
10447,"Janete Limeira","Louisiana Fiery Hot Pepper Sauce",35,"1997-02-14"
10447,"Janete Limeira","Flotemysost",2,"1997-02-14"
10448,"Sergio Gutiérrez","Gumbär Gummibärchen",6,"1997-02-17"
10448,"Sergio Gutiérrez","Boston Crab Meat",20,"1997-02-17"
10449,"Frédérique Citeaux","Ikura",14,"1997-02-18"
10449,"Frédérique Citeaux","Filo Mix",20,"1997-02-18"
10449,"Frédérique Citeaux","Tarte au sucre",35,"1997-02-18"
10450,"Mary Saveley","Ikura",20,"1997-02-19"
10450,"Mary Saveley","Tourtière",6,"1997-02-19"
10451,"Horst Kloss","Pâté chinois",120,"1997-02-19"
10451,"Horst Kloss","Wimmers gute Semmelknödel",35,"1997-02-19"
10451,"Horst Kloss","Louisiana Fiery Hot Pepper Sauce",28,"1997-02-19"
10451,"Horst Kloss","Original Frankfurter grüne Soße",55,"1997-02-19"
10452,"Jose Pavarotti","Rössle Sauerkraut",15,"1997-02-20"
10452,"Jose Pavarotti","Gula Malacca",100,"1997-02-20"
10453,"Thomas Hardy","Chocolade",15,"1997-02-21"
10453,"Thomas Hardy","Outback Lager",25,"1997-02-21"
10454,"Annette Roulet","Pavlova",20,"1997-02-21"
10454,"Annette Roulet","Geitost",20,"1997-02-21"
10454,"Annette Roulet","Spegesild",10,"1997-02-21"
10455,"Pirkko Koskitalo","Chartreuse verte",20,"1997-02-24"
10455,"Pirkko Koskitalo","Perth Pasties",50,"1997-02-24"
10455,"Pirkko Koskitalo","Sirop d'érable",25,"1997-02-24"
10455,"Pirkko Koskitalo","Flotemysost",30,"1997-02-24"
10456,"Philip Cramer","Sir Rodney's Scones",40,"1997-02-25"
10456,"Philip Cramer","Maxilaku",21,"1997-02-25"
10457,"Philip Cramer","Raclette Courdavault",36,"1997-02-25"
10458,"Pascale Cartrain","Gumbär Gummibärchen",30,"1997-02-26"
10458,"Pascale Cartrain","Rössle Sauerkraut",30,"1997-02-26"
10458,"Pascale Cartrain","Ipoh Coffee",20,"1997-02-26"
10458,"Pascale Cartrain","Gnocchi di nonna Alice",15,"1997-02-26"
10458,"Pascale Cartrain","Flotemysost",50,"1997-02-26"
10459,"Mary Saveley","Uncle Bob's Organic Dried Pears",16,"1997-02-27"
10459,"Mary Saveley","Spegesild",20,"1997-02-27"
10459,"Mary Saveley","Mozzarella di Giovanni",40,"1997-02-27"
10460,"Maria Larsson","Scottish Longbreads",21,"1997-02-28"
10460,"Maria Larsson","Rhönbräu Klosterbier",4,"1997-02-28"
10461,"Carlos González","Sir Rodney's Scones",40,"1997-02-28"
10461,"Carlos González","Nord-Ost Matjeshering",28,"1997-02-28"
10461,"Carlos González","Pâté chinois",60,"1997-02-28"
10462,"Elizabeth Brown","Konbu",1,"1997-03-03"
10462,"Elizabeth Brown","Tunnbröd",21,"1997-03-03"
10463,"Pascale Cartrain","Teatime Chocolate Biscuits",21,"1997-03-04"
10463,"Pascale Cartrain","Singaporean Hokkien Fried Mee",50,"1997-03-04"
10464,"Lino Rodriguez","Chef Anton's Cajun Seasoning",16,"1997-03-04"
10464,"Lino Rodriguez","Ipoh Coffee",3,"1997-03-04"
10464,"Lino Rodriguez","Gnocchi di nonna Alice",30,"1997-03-04"
10464,"Lino Rodriguez","Camembert Pierrot",20,"1997-03-04"
10465,"Palle Ibsen","Guaraná Fantástica",25,"1997-03-05"
10465,"Palle Ibsen","Thüringer Rostbratwurst",18,"1997-03-05"
10465,"Palle Ibsen","Boston Crab Meat",20,"1997-03-05"
10465,"Palle Ibsen","Rogede sild",30,"1997-03-05"
10465,"Palle Ibsen","Valkoinen suklaa",25,"1997-03-05"
10466,"Pedro Afonso","Queso Cabrales",10,"1997-03-06"
10466,"Pedro Afonso","Spegesild",5,"1997-03-06"
10467,"Giovanni Rovelli","Guaraná Fantástica",28,"1997-03-06"
10467,"Giovanni Rovelli","NuNuCa Nuß-Nougat-Creme",12,"1997-03-06"
10468,"Philip Cramer","Nord-Ost Matjeshering",8,"1997-03-07"
10468,"Philip Cramer","Ipoh Coffee",15,"1997-03-07"
10469,"Karl Jablonski","Chang",40,"1997-03-10"
10469,"Karl Jablonski","Pavlova",35,"1997-03-10"
10469,"Karl Jablonski","Gula Malacca",2,"1997-03-10"
10470,"Laurence Lebihan","Carnarvon Tigers",30,"1997-03-11"
10470,"Laurence Lebihan","Tunnbröd",15,"1997-03-11"
10470,"Laurence Lebihan","Wimmers gute Semmelknödel",8,"1997-03-11"
10471,"Victoria Ashworth","Uncle Bob's Organic Dried Pears",30,"1997-03-11"
10471,"Victoria Ashworth","Gnocchi di nonna Alice",20,"1997-03-11"
10472,"Hari Kumar","Guaraná Fantástica",80,"1997-03-12"
10472,"Hari Kumar","Manjimup Dried Apples",18,"1997-03-12"
10473,"Helen Bennett","Geitost",12,"1997-03-13"
10473,"Helen Bennett","Flotemysost",12,"1997-03-13"
10474,"Guillermo Fernández","Tofu",12,"1997-03-13"
10474,"Guillermo Fernández","Rössle Sauerkraut",18,"1997-03-13"
10474,"Guillermo Fernández","Boston Crab Meat",21,"1997-03-13"
10474,"Guillermo Fernández","Rhönbräu Klosterbier",10,"1997-03-13"
10475,"Pascale Cartrain","Gorgonzola Telino",35,"1997-03-14"
10475,"Pascale Cartrain","Louisiana Hot Spiced Okra",60,"1997-03-14"
10475,"Pascale Cartrain","Lakkalikööri",42,"1997-03-14"
10476,"Carlos Hernández","Pâté chinois",2,"1997-03-17"
10476,"Carlos Hernández","Outback Lager",12,"1997-03-17"
10477,"Isabel de Castro","Chai",15,"1997-03-17"
10477,"Isabel de Castro","Sir Rodney's Scones",21,"1997-03-17"
10477,"Isabel de Castro","Chartreuse verte",20,"1997-03-17"
10478,"Mary Saveley","Ikura",20,"1997-03-18"
10479,"Paula Wilson","Côte de Blaye",30,"1997-03-19"
10479,"Paula Wilson","Perth Pasties",28,"1997-03-19"
10479,"Paula Wilson","Raclette Courdavault",60,"1997-03-19"
10479,"Paula Wilson","Wimmers gute Semmelknödel",30,"1997-03-19"
10480,"Martine Rancé","Zaanse koeken",30,"1997-03-20"
10480,"Martine Rancé","Raclette Courdavault",12,"1997-03-20"
10481,"Janete Limeira","Maxilaku",24,"1997-03-20"
10481,"Janete Limeira","Camembert Pierrot",40,"1997-03-20"
10482,"John Steel","Boston Crab Meat",10,"1997-03-21"
10483,"Karl Jablonski","Sasquatch Ale",35,"1997-03-24"
10483,"Karl Jablonski","Original Frankfurter grüne Soße",30,"1997-03-24"
10484,"Victoria Ashworth","Sir Rodney's Scones",14,"1997-03-24"
10484,"Victoria Ashworth","Boston Crab Meat",10,"1997-03-24"
10484,"Victoria Ashworth","Manjimup Dried Apples",3,"1997-03-24"
10485,"Felipe Izquierdo","Chang",20,"1997-03-25"
10485,"Felipe Izquierdo","Aniseed Syrup",20,"1997-03-25"
10485,"Felipe Izquierdo","Pâté chinois",30,"1997-03-25"
10485,"Felipe Izquierdo","Outback Lager",60,"1997-03-25"
10486,"Carlos Hernández","Queso Cabrales",5,"1997-03-26"
10486,"Carlos Hernández","Manjimup Dried Apples",25,"1997-03-26"
10486,"Carlos Hernández","Longlife Tofu",16,"1997-03-26"
10487,"Lúcia Carvalho","Teatime Chocolate Biscuits",5,"1997-03-26"
10487,"Lúcia Carvalho","Gumbär Gummibärchen",30,"1997-03-26"
10487,"Lúcia Carvalho","Tourtière",24,"1997-03-26"
10488,"Peter Franken","Raclette Courdavault",30,"1997-03-27"
10488,"Peter Franken","Röd Kaviar",20,"1997-03-27"
10489,"Georg Pipps","Queso Cabrales",15,"1997-03-28"
10489,"Georg Pipps","Pavlova",18,"1997-03-28"
10490,"Carlos Hernández","Raclette Courdavault",60,"1997-03-31"
10490,"Carlos Hernández","Scottish Longbreads",30,"1997-03-31"
10490,"Carlos Hernández","Rhönbräu Klosterbier",36,"1997-03-31"
10491,"Lino Rodriguez","Gula Malacca",15,"1997-03-31"
10491,"Lino Rodriguez","Original Frankfurter grüne Soße",7,"1997-03-31"
10492,"Elizabeth Lincoln","NuNuCa Nuß-Nougat-Creme",60,"1997-04-01"
10492,"Elizabeth Lincoln","Singaporean Hokkien Fried Mee",20,"1997-04-01"
10493,"Annette Roulet","Louisiana Fiery Hot Pepper Sauce",15,"1997-04-02"
10493,"Annette Roulet","Louisiana Hot Spiced Okra",10,"1997-04-02"
10493,"Annette Roulet","Gudbrandsdalsost",10,"1997-04-02"
10494,"Pedro Afonso","Gnocchi di nonna Alice",30,"1997-04-02"
10495,"Yoshi Tannamuri","Tunnbröd",10,"1997-04-03"
10495,"Yoshi Tannamuri","Jack's New England Clam Chowder",20,"1997-04-03"
10495,"Yoshi Tannamuri","Original Frankfurter grüne Soße",5,"1997-04-03"
10496,"Anabela Domingues","Gorgonzola Telino",20,"1997-04-04"
10497,"Renate Messner","Gnocchi di nonna Alice",14,"1997-04-04"
10497,"Renate Messner","Mozzarella di Giovanni",25,"1997-04-04"
10497,"Renate Messner","Original Frankfurter grüne Soße",25,"1997-04-04"
10498,"Carlos Hernández","Guaraná Fantástica",14,"1997-04-07"
10498,"Carlos Hernández","Boston Crab Meat",5,"1997-04-07"
10498,"Carlos Hernández","Singaporean Hokkien Fried Mee",30,"1997-04-07"
10499,"Carlos González","Rössle Sauerkraut",20,"1997-04-08"
10499,"Carlos González","Maxilaku",25,"1997-04-08"
10500,"Annette Roulet","Genen Shouyu",12,"1997-04-09"
10500,"Annette Roulet","Rössle Sauerkraut",8,"1997-04-09"
10501,"Hanna Moos","Tourtière",20,"1997-04-09"
10502,"Guillermo Fernández","Rogede sild",21,"1997-04-10"
10502,"Guillermo Fernández","Perth Pasties",6,"1997-04-10"
10502,"Guillermo Fernández","Laughing Lumberjack Lager",30,"1997-04-10"
10503,"Patricia McKenna","Tofu",70,"1997-04-11"
10503,"Patricia McKenna","Louisiana Fiery Hot Pepper Sauce",20,"1997-04-11"
10504,"Karl Jablonski","Chang",12,"1997-04-11"
10504,"Karl Jablonski","Sir Rodney's Scones",12,"1997-04-11"
10504,"Karl Jablonski","Perth Pasties",10,"1997-04-11"
10504,"Karl Jablonski","Sirop d'érable",25,"1997-04-11"
10505,"Jean Fresnière","Tarte au sucre",3,"1997-04-14"
10506,"Philip Cramer","NuNuCa Nuß-Nougat-Creme",18,"1997-04-15"
10506,"Philip Cramer","Outback Lager",14,"1997-04-15"
10507,"Antonio Moreno","Ipoh Coffee",15,"1997-04-15"
10507,"Antonio Moreno","Chocolade",15,"1997-04-15"
10508,"Henriette Pfalzheim","Konbu",10,"1997-04-16"
10508,"Henriette Pfalzheim","Chartreuse verte",10,"1997-04-16"
10509,"Hanna Moos","Rössle Sauerkraut",3,"1997-04-17"
10510,"Jose Pavarotti","Thüringer Rostbratwurst",36,"1997-04-18"
10510,"Jose Pavarotti","Rhönbräu Klosterbier",36,"1997-04-18"
10511,"Laurence Lebihan","Chef Anton's Cajun Seasoning",50,"1997-04-18"
10511,"Laurence Lebihan","Uncle Bob's Organic Dried Pears",50,"1997-04-18"
10511,"Laurence Lebihan","Northwoods Cranberry Sauce",10,"1997-04-18"
10512,"Aria Cruz","Guaraná Fantástica",10,"1997-04-21"
10512,"Aria Cruz","Spegesild",9,"1997-04-21"
10512,"Aria Cruz","Zaanse koeken",6,"1997-04-21"
10512,"Aria Cruz","Camembert Pierrot",12,"1997-04-21"
10513,"Rita Müller","Sir Rodney's Scones",40,"1997-04-22"
10513,"Rita Müller","Mascarpone Fabioli",50,"1997-04-22"
10513,"Rita Müller","Sirop d'érable",15,"1997-04-22"
10514,"Roland Mendel","Sir Rodney's Marmalade",39,"1997-04-22"
10514,"Roland Mendel","Rössle Sauerkraut",35,"1997-04-22"
10514,"Roland Mendel","Gnocchi di nonna Alice",70,"1997-04-22"
10514,"Roland Mendel","Louisiana Fiery Hot Pepper Sauce",39,"1997-04-22"
10514,"Roland Mendel","Rhönbräu Klosterbier",50,"1997-04-22"
10515,"Horst Kloss","Mishi Kobe Niku",16,"1997-04-23"
10515,"Horst Kloss","Pavlova",50,"1997-04-23"
10515,"Horst Kloss","Schoggi Schokolade",120,"1997-04-23"
10515,"Horst Kloss","Geitost",16,"1997-04-23"
10515,"Horst Kloss","Camembert Pierrot",84,"1997-04-23"
10516,"Patricia McKenna","Carnarvon Tigers",25,"1997-04-24"
10516,"Patricia McKenna","Jack's New England Clam Chowder",80,"1997-04-24"
10516,"Patricia McKenna","Singaporean Hokkien Fried Mee",20,"1997-04-24"
10517,"Simon Crowther","Filo Mix",6,"1997-04-24"
10517,"Simon Crowther","Raclette Courdavault",4,"1997-04-24"
10517,"Simon Crowther","Outback Lager",6,"1997-04-24"
10518,"Miguel Angel Paolino","Guaraná Fantástica",5,"1997-04-25"
10518,"Miguel Angel Paolino","Côte de Blaye",15,"1997-04-25"
10518,"Miguel Angel Paolino","Gula Malacca",9,"1997-04-25"
10519,"Yang Wang","Ikura",16,"1997-04-28"
10519,"Yang Wang","Gnocchi di nonna Alice",40,"1997-04-28"
10519,"Yang Wang","Camembert Pierrot",10,"1997-04-28"
10520,"Jonas Bergulfsen","Guaraná Fantástica",8,"1997-04-29"
10520,"Jonas Bergulfsen","Perth Pasties",5,"1997-04-29"
10521,"Patricio Simpson","Steeleye Stout",3,"1997-04-29"
10521,"Patricio Simpson","Jack's New England Clam Chowder",10,"1997-04-29"
10521,"Patricio Simpson","Scottish Longbreads",6,"1997-04-29"
10522,"Renate Messner","Chai",40,"1997-04-30"
10522,"Renate Messner","Northwoods Cranberry Sauce",24,"1997-04-30"
10522,"Renate Messner","Nord-Ost Matjeshering",20,"1997-04-30"
10522,"Renate Messner","Boston Crab Meat",25,"1997-04-30"
10523,"Hari Kumar","Alice Mutton",25,"1997-05-01"
10523,"Hari Kumar","Sir Rodney's Marmalade",15,"1997-05-01"
10523,"Hari Kumar","Gravad lax",18,"1997-05-01"
10523,"Hari Kumar","Jack's New England Clam Chowder",6,"1997-05-01"
10524,"Christina Berglund","Ikura",2,"1997-05-01"
10524,"Christina Berglund","Nord-Ost Matjeshering",10,"1997-05-01"
10524,"Christina Berglund","Ipoh Coffee",60,"1997-05-01"
10524,"Christina Berglund","Tourtière",15,"1997-05-01"
10525,"Laurence Lebihan","Inlagd Sill",30,"1997-05-02"
10525,"Laurence Lebihan","Boston Crab Meat",15,"1997-05-02"
10526,"Pirkko Koskitalo","Chai",8,"1997-05-05"
10526,"Pirkko Koskitalo","Konbu",10,"1997-05-05"
10526,"Pirkko Koskitalo","Gnocchi di nonna Alice",30,"1997-05-05"
10527,"Horst Kloss","Chef Anton's Cajun Seasoning",50,"1997-05-05"
10527,"Horst Kloss","Inlagd Sill",30,"1997-05-05"
10528,"Howard Snyder","Queso Cabrales",3,"1997-05-06"
10528,"Howard Snyder","Geitost",8,"1997-05-06"
10528,"Howard Snyder","Mozzarella di Giovanni",9,"1997-05-06"
10529,"Catherine Dewey","Pâté chinois",14,"1997-05-07"
10529,"Catherine Dewey","Scottish Longbreads",20,"1997-05-07"
10529,"Catherine Dewey","Gudbrandsdalsost",10,"1997-05-07"
10530,"Georg Pipps","Alice Mutton",40,"1997-05-08"
10530,"Georg Pipps","Ipoh Coffee",25,"1997-05-08"
10530,"Georg Pipps","Sirop d'érable",20,"1997-05-08"
10530,"Georg Pipps","Lakkalikööri",50,"1997-05-08"
10531,"Yvonne Moncada","Raclette Courdavault",2,"1997-05-08"
10532,"Ann Devon","Nord-Ost Matjeshering",15,"1997-05-09"
10532,"Ann Devon","Louisiana Hot Spiced Okra",24,"1997-05-09"
10533,"Maria Larsson","Chef Anton's Cajun Seasoning",50,"1997-05-12"
10533,"Maria Larsson","Mozzarella di Giovanni",24,"1997-05-12"
10533,"Maria Larsson","Röd Kaviar",24,"1997-05-12"
10534,"Renate Messner","Nord-Ost Matjeshering",10,"1997-05-12"
10534,"Renate Messner","Boston Crab Meat",10,"1997-05-12"
10534,"Renate Messner","Tourtière",10,"1997-05-12"
10535,"Antonio Moreno","Queso Cabrales",50,"1997-05-13"
10535,"Antonio Moreno","Boston Crab Meat",10,"1997-05-13"
10535,"Antonio Moreno","Ravioli Angelo",5,"1997-05-13"
10535,"Antonio Moreno","Raclette Courdavault",15,"1997-05-13"
10536,"Renate Messner","Queso Manchego La Pastora",15,"1997-05-14"
10536,"Renate Messner","Gorgonzola Telino",20,"1997-05-14"
10536,"Renate Messner","Geitost",30,"1997-05-14"
10536,"Renate Messner","Camembert Pierrot",35,"1997-05-14"
10537,"Michael Holz","Gorgonzola Telino",30,"1997-05-14"
10537,"Michael Holz","Manjimup Dried Apples",6,"1997-05-14"
10537,"Michael Holz","Escargots de Bourgogne",20,"1997-05-14"
10537,"Michael Holz","Mozzarella di Giovanni",21,"1997-05-14"
10537,"Michael Holz","Röd Kaviar",9,"1997-05-14"
10538,"Victoria Ashworth","Outback Lager",7,"1997-05-15"
10538,"Victoria Ashworth","Mozzarella di Giovanni",1,"1997-05-15"
10539,"Victoria Ashworth","Konbu",8,"1997-05-16"
10539,"Victoria Ashworth","Sir Rodney's Scones",15,"1997-05-16"
10539,"Victoria Ashworth","Geitost",15,"1997-05-16"
10539,"Victoria Ashworth","Maxilaku",6,"1997-05-16"
10540,"Horst Kloss","Aniseed Syrup",60,"1997-05-19"
10540,"Horst Kloss","Gumbär Gummibärchen",40,"1997-05-19"
10540,"Horst Kloss","Côte de Blaye",30,"1997-05-19"
10540,"Horst Kloss","Scottish Longbreads",35,"1997-05-19"
10541,"Mario Pontes","Guaraná Fantástica",35,"1997-05-19"
10541,"Mario Pontes","Côte de Blaye",4,"1997-05-19"
10541,"Mario Pontes","Louisiana Fiery Hot Pepper Sauce",36,"1997-05-19"
10541,"Mario Pontes","Flotemysost",9,"1997-05-19"
10542,"Philip Cramer","Queso Cabrales",15,"1997-05-20"
10542,"Philip Cramer","Tourtière",24,"1997-05-20"
10543,"Carlos González","Queso Manchego La Pastora",30,"1997-05-21"
10543,"Carlos González","Tunnbröd",70,"1997-05-21"
10544,"Fran Wilson","Rössle Sauerkraut",7,"1997-05-21"
10544,"Fran Wilson","Laughing Lumberjack Lager",7,"1997-05-21"
10545,"John Steel","Queso Cabrales",10,"1997-05-22"
10546,"Mary Saveley","Uncle Bob's Organic Dried Pears",10,"1997-05-23"
10546,"Mary Saveley","Steeleye Stout",30,"1997-05-23"
10546,"Mary Saveley","Tarte au sucre",40,"1997-05-23"
10547,"Hari Kumar","Mascarpone Fabioli",24,"1997-05-23"
10547,"Hari Kumar","Inlagd Sill",60,"1997-05-23"
10548,"Karin Josephs","Sasquatch Ale",10,"1997-05-26"
10548,"Karin Josephs","Jack's New England Clam Chowder",14,"1997-05-26"
10549,"Horst Kloss","Gorgonzola Telino",55,"1997-05-27"
10549,"Horst Kloss","Rogede sild",100,"1997-05-27"
10549,"Horst Kloss","Manjimup Dried Apples",48,"1997-05-27"
10550,"José Pedro Freyre","Alice Mutton",8,"1997-05-28"
10550,"José Pedro Freyre","Teatime Chocolate Biscuits",10,"1997-05-28"
10550,"José Pedro Freyre","Sir Rodney's Scones",6,"1997-05-28"
10550,"José Pedro Freyre","Sirop d'érable",10,"1997-05-28"
10551,"Lino Rodriguez","Pavlova",40,"1997-05-28"
10551,"Lino Rodriguez","Steeleye Stout",20,"1997-05-28"
10551,"Lino Rodriguez","Gula Malacca",40,"1997-05-28"
10552,"Carlos Hernández","Gudbrandsdalsost",18,"1997-05-29"
10552,"Carlos Hernández","Rhönbräu Klosterbier",30,"1997-05-29"
